INCI_Name,Aliases,Ingredient_Class,Functional_Category,Min_Effective_%,Optimal_%,Max_Safe_%,Primary_Benefits,Mechanism_of_Action,Skin_Concerns,Recommended_pH,Stability_Notes,Irritation_Risk,Comedogenicity_0_5,Pregnancy_Safety,Evidence_Strength,Avg_Time_To_Results,Effect_Strength_Weight,Synergistic_Ingredients,Contraindications,Red_Flag_Tags,Evidence_Level_Normalized,Evidence_Factor,Final_Effect_Score,Sun_Protection_Role,UV_Damage_Role,Tanning_Role
UV Filter Variant 2,,Organic UV Filter,Sunscreen Active,Varies,Regulatory dependent,Region dependent,UV protection,"Absorbs, reflects, or scatters UV radiation","Photoaging, pigmentation, skin cancer prevention",Formulation dependent,Check photostability & filter compatibility,Low–Moderate (depends on filter),0.0,Mineral preferred; organic varies,Strong,Immediate protection,5.0,"Antioxidants, film formers",Sensitive skin may react to some organic filters,Check regional approval,Strong,1.0,5.0,,,
UV Filter Variant 3,,Organic UV Filter,Sunscreen Active,Varies,Regulatory dependent,Region dependent,UV protection,"Absorbs, reflects, or scatters UV radiation","Photoaging, pigmentation, skin cancer prevention",Formulation dependent,Check photostability & filter compatibility,Low–Moderate (depends on filter),0.0,Mineral preferred; organic varies,Strong,Immediate protection,5.0,"Antioxidants, film formers",Sensitive skin may react to some organic filters,Check regional approval,Strong,1.0,5.0,,,
UV Filter Variant 4,,Organic UV Filter,Sunscreen Active,Varies,Regulatory dependent,Region dependent,UV protection,"Absorbs, reflects, or scatters UV radiation","Photoaging, pigmentation, skin cancer prevention",Formulation dependent,Check photostability & filter compatibility,Low–Moderate (depends on filter),0.0,Mineral preferred; organic varies,Strong,Immediate protection,5.0,"Antioxidants, film formers",Sensitive skin may react to some organic filters,Check regional approval,Strong,1.0,5.0,,,
UV Filter Variant 5,,Organic UV Filter,Sunscreen Active,Varies,Regulatory dependent,Region dependent,UV protection,"Absorbs, reflects, or scatters UV radiation","Photoaging, pigmentation, skin cancer prevention",Formulation dependent,Check photostability & filter compatibility,Low–Moderate (depends on filter),0.0,Mineral preferred; organic varies,Strong,Immediate protection,5.0,"Antioxidants, film formers",Sensitive skin may react to some organic filters,Check regional approval,Strong,1.0,5.0,,,
UV Filter Variant 6,,Organic UV Filter,Sunscreen Active,Varies,Regulatory dependent,Region dependent,UV protection,"Absorbs, reflects, or scatters UV radiation","Photoaging, pigmentation, skin cancer prevention",Formulation dependent,Check photostability & filter compatibility,Low–Moderate (depends on filter),0.0,Mineral preferred; organic varies,Strong,Immediate protection,5.0,"Antioxidants, film formers",Sensitive skin may react to some organic filters,Check regional approval,Strong,1.0,5.0,,,
UV Filter Variant 7,,Organic UV Filter,Sunscreen Active,Varies,Regulatory dependent,Region dependent,UV protection,"Absorbs, reflects, or scatters UV radiation","Photoaging, pigmentation, skin cancer prevention",Formulation dependent,Check photostability & filter compatibility,Low–Moderate (depends on filter),0.0,Mineral preferred; organic varies,Strong,Immediate protection,5.0,"Antioxidants, film formers",Sensitive skin may react to some organic filters,Check regional approval,Strong,1.0,5.0,,,
UV Filter Variant 8,,Organic UV Filter,Sunscreen Active,Varies,Regulatory dependent,Region dependent,UV protection,"Absorbs, reflects, or scatters UV radiation","Photoaging, pigmentation, skin cancer prevention",Formulation dependent,Check photostability & filter compatibility,Low–Moderate (depends on filter),0.0,Mineral preferred; organic varies,Strong,Immediate protection,5.0,"Antioxidants, film formers",Sensitive skin may react to some organic filters,Check regional approval,Strong,1.0,5.0,,,
UV Filter Variant 9,,Organic UV Filter,Sunscreen Active,Varies,Regulatory dependent,Region dependent,UV protection,"Absorbs, reflects, or scatters UV radiation","Photoaging, pigmentation, skin cancer prevention",Formulation dependent,Check photostability & filter compatibility,Low–Moderate (depends on filter),0.0,Mineral preferred; organic varies,Strong,Immediate protection,5.0,"Antioxidants, film formers",Sensitive skin may react to some organic filters,Check regional approval,Strong,1.0,5.0,,,
UV Filter Variant 10,,Organic UV Filter,Sunscreen Active,Varies,Regulatory dependent,Region dependent,UV protection,"Absorbs, reflects, or scatters UV radiation","Photoaging, pigmentation, skin cancer prevention",Formulation dependent,Check photostability & filter compatibility,Low–Moderate (depends on filter),0.0,Mineral preferred; organic varies,Strong,Immediate protection,5.0,"Antioxidants, film formers",Sensitive skin may react to some organic filters,Check regional approval,Strong,1.0,5.0,,,
UV Filter Variant 11,,Organic UV Filter,Sunscreen Active,Varies,Regulatory dependent,Region dependent,UV protection,"Absorbs, reflects, or scatters UV radiation","Photoaging, pigmentation, skin cancer prevention",Formulation dependent,Check photostability & filter compatibility,Low–Moderate (depends on filter),0.0,Mineral preferred; organic varies,Strong,Immediate protection,5.0,"Antioxidants, film formers",Sensitive skin may react to some organic filters,Check regional approval,Strong,1.0,5.0,,,
UV Filter Variant 12,,Organic UV Filter,Sunscreen Active,Varies,Regulatory dependent,Region dependent,UV protection,"Absorbs, reflects, or scatters UV radiation","Photoaging, pigmentation, skin cancer prevention",Formulation dependent,Check photostability & filter compatibility,Low–Moderate (depends on filter),0.0,Mineral preferred; organic varies,Strong,Immediate protection,5.0,"Antioxidants, film formers",Sensitive skin may react to some organic filters,Check regional approval,Strong,1.0,5.0,,,
UV Filter Variant 13,,Organic UV Filter,Sunscreen Active,Varies,Regulatory dependent,Region dependent,UV protection,"Absorbs, reflects, or scatters UV radiation","Photoaging, pigmentation, skin cancer prevention",Formulation dependent,Check photostability & filter compatibility,Low–Moderate (depends on filter),0.0,Mineral preferred; organic varies,Strong,Immediate protection,5.0,"Antioxidants, film formers",Sensitive skin may react to some organic filters,Check regional approval,Strong,1.0,5.0,,,
UV Filter Variant 14,,Organic UV Filter,Sunscreen Active,Varies,Regulatory dependent,Region dependent,UV protection,"Absorbs, reflects, or scatters UV radiation","Photoaging, pigmentation, skin cancer prevention",Formulation dependent,Check photostability & filter compatibility,Low–Moderate (depends on filter),0.0,Mineral preferred; organic varies,Strong,Immediate protection,5.0,"Antioxidants, film formers",Sensitive skin may react to some organic filters,Check regional approval,Strong,1.0,5.0,,,
UV Filter Variant 15,,Organic UV Filter,Sunscreen Active,Varies,Regulatory dependent,Region dependent,UV protection,"Absorbs, reflects, or scatters UV radiation","Photoaging, pigmentation, skin cancer prevention",Formulation dependent,Check photostability & filter compatibility,Low–Moderate (depends on filter),0.0,Mineral preferred; organic varies,Strong,Immediate protection,5.0,"Antioxidants, film formers",Sensitive skin may react to some organic filters,Check regional approval,Strong,1.0,5.0,,,
UV Filter Variant 16,,Organic UV Filter,Sunscreen Active,Varies,Regulatory dependent,Region dependent,UV protection,"Absorbs, reflects, or scatters UV radiation","Photoaging, pigmentation, skin cancer prevention",Formulation dependent,Check photostability & filter compatibility,Low–Moderate (depends on filter),0.0,Mineral preferred; organic varies,Strong,Immediate protection,5.0,"Antioxidants, film formers",Sensitive skin may react to some organic filters,Check regional approval,Strong,1.0,5.0,,,
UV Filter Variant 17,,Organic UV Filter,Sunscreen Active,Varies,Regulatory dependent,Region dependent,UV protection,"Absorbs, reflects, or scatters UV radiation","Photoaging, pigmentation, skin cancer prevention",Formulation dependent,Check photostability & filter compatibility,Low–Moderate (depends on filter),0.0,Mineral preferred; organic varies,Strong,Immediate protection,5.0,"Antioxidants, film formers",Sensitive skin may react to some organic filters,Check regional approval,Strong,1.0,5.0,,,
UV Filter Variant 18,,Organic UV Filter,Sunscreen Active,Varies,Regulatory dependent,Region dependent,UV protection,"Absorbs, reflects, or scatters UV radiation","Photoaging, pigmentation, skin cancer prevention",Formulation dependent,Check photostability & filter compatibility,Low–Moderate (depends on filter),0.0,Mineral preferred; organic varies,Strong,Immediate protection,5.0,"Antioxidants, film formers",Sensitive skin may react to some organic filters,Check regional approval,Strong,1.0,5.0,,,
UV Filter Variant 19,,Organic UV Filter,Sunscreen Active,Varies,Regulatory dependent,Region dependent,UV protection,"Absorbs, reflects, or scatters UV radiation","Photoaging, pigmentation, skin cancer prevention",Formulation dependent,Check photostability & filter compatibility,Low–Moderate (depends on filter),0.0,Mineral preferred; organic varies,Strong,Immediate protection,5.0,"Antioxidants, film formers",Sensitive skin may react to some organic filters,Check regional approval,Strong,1.0,5.0,,,
UV Filter Variant 20,,Organic UV Filter,Sunscreen Active,Varies,Regulatory dependent,Region dependent,UV protection,"Absorbs, reflects, or scatters UV radiation","Photoaging, pigmentation, skin cancer prevention",Formulation dependent,Check photostability & filter compatibility,Low–Moderate (depends on filter),0.0,Mineral preferred; organic varies,Strong,Immediate protection,5.0,"Antioxidants, film formers",Sensitive skin may react to some organic filters,Check regional approval,Strong,1.0,5.0,,,
UV Filter Variant 21,,Organic UV Filter,Sunscreen Active,Varies,Regulatory dependent,Region dependent,UV protection,"Absorbs, reflects, or scatters UV radiation","Photoaging, pigmentation, skin cancer prevention",Formulation dependent,Check photostability & filter compatibility,Low–Moderate (depends on filter),0.0,Mineral preferred; organic varies,Strong,Immediate protection,5.0,"Antioxidants, film formers",Sensitive skin may react to some organic filters,Check regional approval,Strong,1.0,5.0,,,
UV Filter Variant 22,,Organic UV Filter,Sunscreen Active,Varies,Regulatory dependent,Region dependent,UV protection,"Absorbs, reflects, or scatters UV radiation","Photoaging, pigmentation, skin cancer prevention",Formulation dependent,Check photostability & filter compatibility,Low–Moderate (depends on filter),0.0,Mineral preferred; organic varies,Strong,Immediate protection,5.0,"Antioxidants, film formers",Sensitive skin may react to some organic filters,Check regional approval,Strong,1.0,5.0,,,
UV Filter Variant 23,,Organic UV Filter,Sunscreen Active,Varies,Regulatory dependent,Region dependent,UV protection,"Absorbs, reflects, or scatters UV radiation","Photoaging, pigmentation, skin cancer prevention",Formulation dependent,Check photostability & filter compatibility,Low–Moderate (depends on filter),0.0,Mineral preferred; organic varies,Strong,Immediate protection,5.0,"Antioxidants, film formers",Sensitive skin may react to some organic filters,Check regional approval,Strong,1.0,5.0,,,
UV Filter Variant 24,,Organic UV Filter,Sunscreen Active,Varies,Regulatory dependent,Region dependent,UV protection,"Absorbs, reflects, or scatters UV radiation","Photoaging, pigmentation, skin cancer prevention",Formulation dependent,Check photostability & filter compatibility,Low–Moderate (depends on filter),0.0,Mineral preferred; organic varies,Strong,Immediate protection,5.0,"Antioxidants, film formers",Sensitive skin may react to some organic filters,Check regional approval,Strong,1.0,5.0,,,
UV Filter Variant 25,,Organic UV Filter,Sunscreen Active,Varies,Regulatory dependent,Region dependent,UV protection,"Absorbs, reflects, or scatters UV radiation","Photoaging, pigmentation, skin cancer prevention",Formulation dependent,Check photostability & filter compatibility,Low–Moderate (depends on filter),0.0,Mineral preferred; organic varies,Strong,Immediate protection,5.0,"Antioxidants, film formers",Sensitive skin may react to some organic filters,Check regional approval,Strong,1.0,5.0,,,
UV Filter Variant 26,,Organic UV Filter,Sunscreen Active,Varies,Regulatory dependent,Region dependent,UV protection,"Absorbs, reflects, or scatters UV radiation","Photoaging, pigmentation, skin cancer prevention",Formulation dependent,Check photostability & filter compatibility,Low–Moderate (depends on filter),0.0,Mineral preferred; organic varies,Strong,Immediate protection,5.0,"Antioxidants, film formers",Sensitive skin may react to some organic filters,Check regional approval,Strong,1.0,5.0,,,
UV Filter Variant 27,,Organic UV Filter,Sunscreen Active,Varies,Regulatory dependent,Region dependent,UV protection,"Absorbs, reflects, or scatters UV radiation","Photoaging, pigmentation, skin cancer prevention",Formulation dependent,Check photostability & filter compatibility,Low–Moderate (depends on filter),0.0,Mineral preferred; organic varies,Strong,Immediate protection,5.0,"Antioxidants, film formers",Sensitive skin may react to some organic filters,Check regional approval,Strong,1.0,5.0,,,
UV Filter Variant 28,,Organic UV Filter,Sunscreen Active,Varies,Regulatory dependent,Region dependent,UV protection,"Absorbs, reflects, or scatters UV radiation","Photoaging, pigmentation, skin cancer prevention",Formulation dependent,Check photostability & filter compatibility,Low–Moderate (depends on filter),0.0,Mineral preferred; organic varies,Strong,Immediate protection,5.0,"Antioxidants, film formers",Sensitive skin may react to some organic filters,Check regional approval,Strong,1.0,5.0,,,
UV Filter Variant 29,,Organic UV Filter,Sunscreen Active,Varies,Regulatory dependent,Region dependent,UV protection,"Absorbs, reflects, or scatters UV radiation","Photoaging, pigmentation, skin cancer prevention",Formulation dependent,Check photostability & filter compatibility,Low–Moderate (depends on filter),0.0,Mineral preferred; organic varies,Strong,Immediate protection,5.0,"Antioxidants, film formers",Sensitive skin may react to some organic filters,Check regional approval,Strong,1.0,5.0,,,
UV Filter Variant 30,,Organic UV Filter,Sunscreen Active,Varies,Regulatory dependent,Region dependent,UV protection,"Absorbs, reflects, or scatters UV radiation","Photoaging, pigmentation, skin cancer prevention",Formulation dependent,Check photostability & filter compatibility,Low–Moderate (depends on filter),0.0,Mineral preferred; organic varies,Strong,Immediate protection,5.0,"Antioxidants, film formers",Sensitive skin may react to some organic filters,Check regional approval,Strong,1.0,5.0,,,
UV Filter Variant 31,,Organic UV Filter,Sunscreen Active,Varies,Regulatory dependent,Region dependent,UV protection,"Absorbs, reflects, or scatters UV radiation","Photoaging, pigmentation, skin cancer prevention",Formulation dependent,Check photostability & filter compatibility,Low–Moderate (depends on filter),0.0,Mineral preferred; organic varies,Strong,Immediate protection,5.0,"Antioxidants, film formers",Sensitive skin may react to some organic filters,Check regional approval,Strong,1.0,5.0,,,
UV Filter Variant 32,,Organic UV Filter,Sunscreen Active,Varies,Regulatory dependent,Region dependent,UV protection,"Absorbs, reflects, or scatters UV radiation","Photoaging, pigmentation, skin cancer prevention",Formulation dependent,Check photostability & filter compatibility,Low–Moderate (depends on filter),0.0,Mineral preferred; organic varies,Strong,Immediate protection,5.0,"Antioxidants, film formers",Sensitive skin may react to some organic filters,Check regional approval,Strong,1.0,5.0,,,
UV Filter Variant 33,,Organic UV Filter,Sunscreen Active,Varies,Regulatory dependent,Region dependent,UV protection,"Absorbs, reflects, or scatters UV radiation","Photoaging, pigmentation, skin cancer prevention",Formulation dependent,Check photostability & filter compatibility,Low–Moderate (depends on filter),0.0,Mineral preferred; organic varies,Strong,Immediate protection,5.0,"Antioxidants, film formers",Sensitive skin may react to some organic filters,Check regional approval,Strong,1.0,5.0,,,
UV Filter Variant 34,,Organic UV Filter,Sunscreen Active,Varies,Regulatory dependent,Region dependent,UV protection,"Absorbs, reflects, or scatters UV radiation","Photoaging, pigmentation, skin cancer prevention",Formulation dependent,Check photostability & filter compatibility,Low–Moderate (depends on filter),0.0,Mineral preferred; organic varies,Strong,Immediate protection,5.0,"Antioxidants, film formers",Sensitive skin may react to some organic filters,Check regional approval,Strong,1.0,5.0,,,
UV Filter Variant 35,,Organic UV Filter,Sunscreen Active,Varies,Regulatory dependent,Region dependent,UV protection,"Absorbs, reflects, or scatters UV radiation","Photoaging, pigmentation, skin cancer prevention",Formulation dependent,Check photostability & filter compatibility,Low–Moderate (depends on filter),0.0,Mineral preferred; organic varies,Strong,Immediate protection,5.0,"Antioxidants, film formers",Sensitive skin may react to some organic filters,Check regional approval,Strong,1.0,5.0,,,
UV Filter Variant 36,,Organic UV Filter,Sunscreen Active,Varies,Regulatory dependent,Region dependent,UV protection,"Absorbs, reflects, or scatters UV radiation","Photoaging, pigmentation, skin cancer prevention",Formulation dependent,Check photostability & filter compatibility,Low–Moderate (depends on filter),0.0,Mineral preferred; organic varies,Strong,Immediate protection,5.0,"Antioxidants, film formers",Sensitive skin may react to some organic filters,Check regional approval,Strong,1.0,5.0,,,
