INCI_Name,Aliases,Ingredient_Class,Functional_Category,Min_Effective_%,Optimal_%,Max_Safe_%,Primary_Benefits,Mechanism_of_Action,Skin_Concerns,Recommended_pH,Stability_Notes,Irritation_Risk,Comedogenicity_0_5,Pregnancy_Safety,Evidence_Strength,Avg_Time_To_Results,Effect_Strength_Weight,Synergistic_Ingredients,Contraindications,Red_Flag_Tags,Evidence_Level_Normalized,Evidence_Factor,Final_Effect_Score,Sun_Protection_Role,UV_Damage_Role,Tanning_Role,Evidence_Quality,Role_Weight,Clinical_Weight,Sensitive_Skin_Risk
UV Filter Variant 70,,Organic UV Filter,Sunscreen Active,Varies,Regulatory dependent,Region dependent,Photoprotection; Sunscreen Active; Absorbs; reflects,"Absorbs, reflects, or scatters UV radiation",Pigmentation; Aging & Fine Lines; UV Damage,,Check photostability & filter compatibility,Low-Moderate (depends on filter),0,Mineral preferred; organic varies,Strong,Immediate protection,5,"Antioxidants, film formers",Sensitive skin may react to some organic filters,,Strong,1,5,,,,,10,8,Medium
UV Filter Variant 71,,Organic UV Filter,Sunscreen Active,Varies,Regulatory dependent,Region dependent,Photoprotection; Sunscreen Active; Absorbs; reflects,"Absorbs, reflects, or scatters UV radiation",Pigmentation; Aging & Fine Lines; UV Damage,,Check photostability & filter compatibility,Low-Moderate (depends on filter),0,Mineral preferred; organic varies,Strong,Immediate protection,5,"Antioxidants, film formers",Sensitive skin may react to some organic filters,,Strong,1,5,,,,,10,8,Medium
UV Filter Variant 72,,Organic UV Filter,Sunscreen Active,Varies,Regulatory dependent,Region dependent,Photoprotection; Sunscreen Active; Absorbs; reflects,"Absorbs, reflects, or scatters UV radiation",Pigmentation; Aging & Fine Lines; UV Damage,,Check photostability & filter compatibility,Low-Moderate (depends on filter),0,Mineral preferred; organic varies,Strong,Immediate protection,5,"Antioxidants, film formers",Sensitive skin may react to some organic filters,,Strong,1,5,,,,,10,8,Medium
UV Filter Variant 73,,Organic UV Filter,Sunscreen Active,Varies,Regulatory dependent,Region dependent,Photoprotection; Sunscreen Active; Absorbs; reflects,"Absorbs, reflects, or scatters UV radiation",Pigmentation; Aging & Fine Lines; UV Damage,,Check photostability & filter compatibility,Low-Moderate (depends on filter),0,Mineral preferred; organic varies,Strong,Immediate protection,5,"Antioxidants, film formers",Sensitive skin may react to some organic filters,,Strong,1,5,,,,,10,8,Medium
UV Filter Variant 74,,Organic UV Filter,Sunscreen Active,Varies,Regulatory dependent,Region dependent,Photoprotection; Sunscreen Active; Absorbs; reflects,"Absorbs, reflects, or scatters UV radiation",Pigmentation; Aging & Fine Lines; UV Damage,,Check photostability & filter compatibility,Low-Moderate (depends on filter),0,Mineral preferred; organic varies,Strong,Immediate protection,5,"Antioxidants, film formers",Sensitive skin may react to some organic filters,,Strong,1,5,,,,,10,8,Medium
UV Filter Variant 75,,Organic UV Filter,Sunscreen Active,Varies,Regulatory dependent,Region dependent,Photoprotection; Sunscreen Active; Absorbs; reflects,"Absorbs, reflects, or scatters UV radiation",Pigmentation; Aging & Fine Lines; UV Damage,,Check photostability & filter compatibility,Low-Moderate (depends on filter),0,Mineral preferred; organic varies,Strong,Immediate protection,5,"Antioxidants, film formers",Sensitive skin may react to some organic filters,,Strong,1,5,,,,,10,8,Medium
UV Filter Variant 76,,Organic UV Filter,Sunscreen Active,Varies,Regulatory dependent,Region dependent,Photoprotection; Sunscreen Active; Absorbs; reflects,"Absorbs, reflects, or scatters UV radiation",Pigmentation; Aging & Fine Lines; UV Damage,,Check photostability & filter compatibility,Low-Moderate (depends on filter),0,Mineral preferred; organic varies,Strong,Immediate protection,5,"Antioxidants, film formers",Sensitive skin may react to some organic filters,,Strong,1,5,,,,,10,8,Medium
UV Filter Variant 77,,Organic UV Filter,Sunscreen Active,Varies,Regulatory dependent,Region dependent,Photoprotection; Sunscreen Active; Absorbs; reflects,"Absorbs, reflects, or scatters UV radiation",Pigmentation; Aging & Fine Lines; UV Damage,,Check photostability & filter compatibility,Low-Moderate (depends on filter),0,Mineral preferred; organic varies,Strong,Immediate protection,5,"Antioxidants, film formers",Sensitive skin may react to some organic filters,,Strong,1,5,,,,,10,8,Medium
UV Filter Variant 78,,Organic UV Filter,Sunscreen Active,Varies,Regulatory dependent,Region dependent,Photoprotection; Sunscreen Active; Absorbs; reflects,"Absorbs, reflects, or scatters UV radiation",Pigmentation; Aging & Fine Lines; UV Damage,,Check photostability & filter compatibility,Low-Moderate (depends on filter),0,Mineral preferred; organic varies,Strong,Immediate protection,5,"Antioxidants, film formers",Sensitive skin may react to some organic filters,,Strong,1,5,,,,,10,8,Medium
UV Filter Variant 79,,Organic UV Filter,Sunscreen Active,Varies,Regulatory dependent,Region dependent,Photoprotection; Sunscreen Active; Absorbs; reflects,"Absorbs, reflects, or scatters UV radiation",Pigmentation; Aging & Fine Lines; UV Damage,,Check photostability & filter compatibility,Low-Moderate (depends on filter),0,Mineral preferred; organic varies,Strong,Immediate protection,5,"Antioxidants, film formers",Sensitive skin may react to some organic filters,,Strong,1,5,,,,,10,8,Medium
UV Filter Variant 80,,Organic UV Filter,Sunscreen Active,Varies,Regulatory dependent,Region dependent,Photoprotection; Sunscreen Active; Absorbs; reflects,"Absorbs, reflects, or scatters UV radiation",Pigmentation; Aging & Fine Lines; UV Damage,,Check photostability & filter compatibility,Low-Moderate (depends on filter),0,Mineral preferred; organic varies,Strong,Immediate protection,5,"Antioxidants, film formers",Sensitive skin may react to some organic filters,,Strong,1,5,,,,,10,8,Medium
UV Filter Variant 81,,Organic UV Filter,Sunscreen Active,Varies,Regulatory dependent,Region dependent,Photoprotection; Sunscreen Active; Absorbs; reflects,"Absorbs, reflects, or scatters UV radiation",Pigmentation; Aging & Fine Lines; UV Damage,,Check photostability & filter compatibility,Low-Moderate (depends on filter),0,Mineral preferred; organic varies,Strong,Immediate protection,5,"Antioxidants, film formers",Sensitive skin may react to some organic filters,,Strong,1,5,,,,,10,8,Medium
UV Filter Variant 82,,Organic UV Filter,Sunscreen Active,Varies,Regulatory dependent,Region dependent,Photoprotection; Sunscreen Active; Absorbs; reflects,"Absorbs, reflects, or scatters UV radiation",Pigmentation; Aging & Fine Lines; UV Damage,,Check photostability & filter compatibility,Low-Moderate (depends on filter),0,Mineral preferred; organic varies,Strong,Immediate protection,5,"Antioxidants, film formers",Sensitive skin may react to some organic filters,,Strong,1,5,,,,,10,8,Medium
UV Filter Variant 83,,Organic UV Filter,Sunscreen Active,Varies,Regulatory dependent,Region dependent,Photoprotection; Sunscreen Active; Absorbs; reflects,"Absorbs, reflects, or scatters UV radiation",Pigmentation; Aging & Fine Lines; UV Damage,,Check photostability & filter compatibility,low-moderate (depends on filter),0,Mineral preferred; organic varies,Strong,Immediate protection,5,"Antioxidants, film formers",Sensitive skin may react to some organic filters,,Strong,1,5,,,,,10,8,Medium
UV Filter Variant 84,,Organic UV Filter,Sunscreen Active,Varies,Regulatory dependent,Region dependent,Photoprotection; Sunscreen Active; Absorbs; reflects,"Absorbs, reflects, or scatters UV radiation",Pigmentation; Aging & Fine Lines; UV Damage,,Check photostability & filter compatibility,low-Moderate (depends on filter),0,Mineral preferred; organic varies,Strong,Immediate protection,5,"Antioxidants, film formers",Sensitive skin may react to some organic filters,,Strong,1,5,,,,,10,8,Medium
Parabens,,Preservative,Antimicrobial,0.10%,Regulatory dependent,Region dependent,Prevents microbial growth; Antimicrobial; Disrupts microbial cell membranes,Disrupts microbial cell membranes,,,Requires chelators for optimal effect,Low Risk,0,Varies by type,Strong,Immediate preservation,0,Chelating agents,Sensitive skin caution (higher tiers), Low Risk,Strong,1,0,,,,,4,8,Low
Propylparaben,,Preservative,Antimicrobial,0.10%,Regulatory dependent,Region dependent,Prevents microbial growth; Antimicrobial; Disrupts microbial cell membranes,Disrupts microbial cell membranes,,,Requires chelators for optimal effect,Low Risk,0,Varies by type,Strong,Immediate preservation,0,Chelating agents,Sensitive skin caution (higher tiers),Low Risk,Strong,1,0,,,,,4,8,Low
Butylparaben,,Preservative,Antimicrobial,0.10%,Regulatory dependent,Region dependent,Prevents microbial growth; Antimicrobial; Disrupts microbial cell membranes,Disrupts microbial cell membranes,,,Requires chelators for optimal effect, Low Risk,0,Varies by type,Strong,Immediate preservation,0,Chelating agents,Sensitive skin caution (higher tiers), Low Risk,Strong,1,0,,,,,4,8,Low
DMDM Hydantoin,,Preservative,Antimicrobial,0.10%,Regulatory dependent,Region dependent,Prevents microbial growth; Antimicrobial; Disrupts microbial cell membranes,Disrupts microbial cell membranes,,,Requires chelators for optimal effect,High Risk,0,Varies by type,Strong,Immediate preservation,0,Chelating agents,Sensitive skin caution (higher tiers),High Risk,Strong,1,0,,,,,4,8,High
Imidazolidinyl Urea,,Preservative,Antimicrobial,0.10%,Regulatory dependent,Region dependent,Prevents microbial growth; Antimicrobial; Disrupts microbial cell membranes,Disrupts microbial cell membranes,,,Requires chelators for optimal effect,High Risk,0,Varies by type,Strong,Immediate preservation,0,Chelating agents,Sensitive skin caution (higher tiers), High Risk,Strong,1,0,,,,,4,8,High
Diazolidinyl Urea,,Preservative,Antimicrobial,0.10%,Regulatory dependent,Region dependent,Prevents microbial growth; Antimicrobial; Disrupts microbial cell membranes,Disrupts microbial cell membranes,,,Requires chelators for optimal effect,High Risk,0,Varies by type,Strong,Immediate preservation,0,Chelating agents,Sensitive skin caution (higher tiers), High Risk,Strong,1,0,,,,,4,8,High
Quaternium-15,,Preservative,Antimicrobial,0.10%,Regulatory dependent,Region dependent,Prevents microbial growth; Antimicrobial; Disrupts microbial cell membranes,Disrupts microbial cell membranes,,,Requires chelators for optimal effect,High Risk,0,Varies by type,Strong,Immediate preservation,0,Chelating agents,Sensitive skin caution (higher tiers), High Risk,Strong,1,0,,,,,4,8,High
Methylisothiazolinone,,Preservative,Antimicrobial,0.10%,Regulatory dependent,Region dependent,Prevents microbial growth; Antimicrobial; Disrupts microbial cell membranes,Disrupts microbial cell membranes,,,Requires chelators for optimal effect,Sensitizer Risk,0,Varies by type,Strong,Immediate preservation,0,Chelating agents,Sensitive skin caution (higher tiers), Sensitizer Risk,Strong,1,0,,,,,4,8,Unknown
Methylchloroisothiazolinone,,Preservative,Antimicrobial,0.10%,Regulatory dependent,Region dependent,Prevents microbial growth; Antimicrobial; Disrupts microbial cell membranes,Disrupts microbial cell membranes,,,Requires chelators for optimal effect,Sensitizer Risk,0,Varies by type,Strong,Immediate preservation,0,Chelating agents,Sensitive skin caution (higher tiers), Sensitizer Risk,Strong,1,0,,,,,4,8,Unknown
Acetyl Tetrapeptide-11,,Peptide,Anti-aging,,,,Anti-aging; ECM stimulation,ECM stimulation,Aging & Fine Lines,,,Low,,,,,,,,,Limited,0.4,,,,,Small cosmetic studies; limited independent long-term data,4,4,Low
Acetyl Tetrapeptide-2,,Peptide,Anti-aging,,,,Anti-aging; Laminin stimulation,Laminin stimulation,Aging & Fine Lines,,,Low,,,,,,,,,Limited,0.4,,,,,Small cosmetic studies; limited independent long-term data,4,4,Low
Acetyl Zingerone,,Antioxidant,Photoprotection,,,,Antioxidant; Photoprotection; ROS scavenging,ROS scavenging,Aging & Fine Lines; UV Damage,,,Low,,,,,,,,,,,,,,,,4,4,Low
Acrylates Copolymer,,Polymer,Film former,,,,Exfoliation / Texture; Film former; Film formation,Film formation,Uneven Texture,,,Low,,,,,,,,,,,,,,,,4,4,Low
Adansonia Digitata Seed Oil,,Plant Oil,Emollient,,,,Barrier Support; Hydration; Fatty acid nourishment,Fatty acid nourishment,Hydration; Barrier Repair,,,Low,,,,,,,,,,,,,,,,6,4,Low
Alpha Lipoic Acid,,Antioxidant,Anti-aging,,,,Antioxidant; Anti-aging,Mitochondrial antioxidant,Aging & Fine Lines; UV Damage,,,Moderate,,,,,,,,,,,,,,,,4,4,Medium
Alpha-Arbutin,,Active,Brightening,,,2,Brightening; Tyrosinase inhibition,Tyrosinase inhibition,Pigmentation; Dullness,,,Low,,,,,,,,,,,,,,,,4,4,Low
Ammonium Acryloyldimethyltaurate/VP Copolymer,,Polymer,Thickener,,,,Emulsion stabilizer; Thickener; Polymer gel network,Polymer gel network,,,,Low,,,,,,,,,,,,,,,,4,4,Low
Artemisia Princeps Leaf Extract,,Botanical,Soothing,,,,Soothing; Reduces cytokines,Reduces cytokines,Sensitive Skin,,,Low,,,,,,,,,,,,,,,,4,4,Low
Aspergillus Ferment,,Ferment,Enzyme exfoliant,,,,Exfoliation / Texture; Enzyme exfoliant; Proteolytic enzymes,Proteolytic enzymes,Dullness; Uneven Texture,,,Low,,,,,,,,,,,,,,,,4,4,Low
Bacillus Ferment,,Ferment,Enzyme exfoliant,,,,Skin smoothing; Enzyme exfoliant; Protease enzymes,Protease enzymes,Uneven Texture,,,Low,,,,,,,,,,,,,,,,4,4,Low
Beta-Cyclodextrin,,Delivery,Encapsulation carrier,,,,Improves stability; Encapsulation carrier; Encapsulation of actives,Encapsulation of actives,,,,Low,,,,,,,,,,,,,,,,4,4,Low
Hydroxyethyl Urea,,Humectant,Hydration,,,,Hydration; Water binding,Water binding,Hydration,,,Low,,,,,,,,,,,,,,,,4,4,Low
Tretinoin,,Retinoid,Anti-aging,,,,Cell turnover; Anti-aging; Retinoic acid receptor activation,Retinoic acid receptor activation,Aging & Fine Lines; Acne & Oily Skin,,,High,,,,,,,,,,,,,,,,4,4,High
Kojic Dipalmitate,,Brightening Active,Pigmentation,,,,Brightening; Tyrosinase inhibition,Tyrosinase inhibition,Pigmentation; Dullness,,,Low,,,,,,,,,,,,,,,,4,4,Low
Undecylenoyl Phenylalanine,,Brightening Active,Pigmentation,,,,Melanin regulation; Brightening; Alpha-MSH inhibition,Alpha-MSH inhibition,Pigmentation; Dullness,,,Low,,,,,,,,,,,,,,,,4,4,Low
Nonapeptide-1,,Peptide,Brightening,,,,Melanin control; Brightening; Tyrosinase modulation,Tyrosinase modulation,Pigmentation; Dullness,,,Low,,,,,,,,,Limited,0.4,,,,,Small cosmetic studies; limited independent long-term data,4,4,Low
Phloretin,,Antioxidant,Brightening,,,,Antioxidant; Brightening; Polyphenol activity,Polyphenol activity,Pigmentation; Dullness; UV Damage; Aging & Fine Lines,,,Low,,,,,,,,,,,,,,,,4,4,Low
Palmitoyl Tripeptide-38,,Peptide,Anti-aging,,,,Collagen boost; Anti-aging; Matrix peptide,Matrix peptide,Aging & Fine Lines,,,Low,,,,,,,,,Limited,0.4,,,,,Small cosmetic studies; limited independent long-term data,4,4,Low
Myristoyl Pentapeptide-17,,Peptide,Hair growth,,,,Hair support; Hair growth; Keratin stimulation,Keratin stimulation,,,,Low,,,,,,,,,Limited,0.4,,,,,Small cosmetic studies; limited independent long-term data,4,4,Low
Saccharomyces Ferment,,Ferment,Skin conditioning,,,,Barrier Support; Skin conditioning; Fermentation metabolites,Fermentation metabolites,Dullness; Barrier Repair,,,Low,,,,,,,,,,,,,,,,4,4,Low
Thermus Thermophillus Ferment,,Ferment,Protection,,,,Thermal protection; Protection; Antioxidant,Enzyme antioxidants,Aging & Fine Lines; UV Damage,,,Low,,,,,,,,,,,,,,,,4,4,Low
Vitreoscilla Ferment,,Ferment,Microbiome support,,,,Barrier Support; Microbiome support; Microbiome modulation,Microbiome modulation,Barrier Repair; Sensitive Skin,,,Low,,,,,,,,,,,,,,,,4,4,Low
Sodium Lauroyl Methyl Isethionate,,Surfactant,Cleanser,,,,Mild cleansing; Cleanser; Surfactant action,Surfactant action,,,,Low,,,,,,,,,,,,,,,,4,4,Low
Caprylyl/Capryl Glucoside,,Surfactant,Cleanser,,,,Gentle cleansing; Cleanser; Nonionic surfactant,Nonionic surfactant,,,,Low,,,,,,,,,,,,,,,,4,4,Low
